# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-10-05 13:48:31 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05289800 MINNEHAHA CREEK AT HIAWATHA AVE. IN MINNEAPOLIS,MN
# -----------------------------------------------------------------------------------
#
# Data provided for site 05289800
#            TS   parameter     Description
#         74489       00065     Gage height, feet
#         74490       00060     Discharge, cubic feet per second
#         74491       00045     Precipitation, total, inches
#         74494       00010     Temperature, water, degrees Celsius
#         74495       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	74489_00065	74489_00065_cd	74490_00060	74490_00060_cd	74491_00045	74491_00045_cd	74494_00010	74494_00010_cd	74495_00095	74495_00095_cd
USGS	05289800	2019-09-28 21:25	CDT	14.47	P	234	P	0.00	P	17.5	P	422	P
USGS	05289800	2019-09-28 21:30	CDT	14.46	P	232	P	0.00	P	17.5	P	422	P
USGS	05289800	2019-09-28 21:35	CDT	14.48	P	235	P	0.00	P	17.5	P	422	P
USGS	05289800	2019-09-28 21:40	CDT	14.46	P	232	P	0.00	P	17.5	P	421	P
USGS	05289800	2019-09-28 21:45	CDT	14.48	P	235	P	0.00	P	17.5	P	423	P
USGS	05289800	2019-09-28 21:50	CDT	14.47	P	234	P	0.00	P	17.5	P	424	P
USGS	05289800	2019-09-28 21:55	CDT	14.47	P	234	P	0.00	P	17.5	P	421	P
USGS	05289800	2019-09-28 22:00	CDT	14.47	P	234	P	0.00	P	17.5	P	421	P
USGS	05289800	2019-09-28 22:05	CDT	14.47	P	234	P	0.00	P	17.5	P	423	P
USGS	05289800	2019-09-28 22:10	CDT	14.47	P	234	P	0.00	P	17.5	P	421	P
USGS	05289800	2019-09-28 22:15	CDT	14.47	P	234	P	0.00	P	17.5	P	422	P
USGS	05289800	2019-09-28 22:20	CDT	14.46	P	232	P	0.00	P	17.5	P	423	P
USGS	05289800	2019-09-28 22:25	CDT	14.47	P	234	P	0.00	P	17.4	P	421	P
USGS	05289800	2019-09-28 22:30	CDT	14.46	P	232	P	0.00	P	17.4	P	420	P
USGS	05289800	2019-09-28 22:35	CDT	14.46	P	232	P	0.00	P	17.4	P	423	P
USGS	05289800	2019-09-28 22:40	CDT	14.46	P	232	P	0.00	P	17.4	P	422	P
USGS	05289800	2019-09-28 22:45	CDT	14.46	P	232	P	0.00	P	17.4	P	423	P
USGS	05289800	2019-09-28 22:50	CDT	14.46	P	232	P	0.00	P	17.4	P	422	P
USGS	05289800	2019-09-28 22:55	CDT	14.46	P	232	P	0.00	P	17.4	P	421	P
USGS	05289800	2019-09-28 23:00	CDT	14.47	P	234	P	0.00	P	17.4	P	423	P
USGS	05289800	2019-09-28 23:05	CDT	14.47	P	234	P	0.00	P	17.4	P	422	P
USGS	05289800	2019-09-28 23:10	CDT	14.47	P	234	P	0.00	P	17.4	P	422	P
USGS	05289800	2019-09-28 23:15	CDT	14.46	P	232	P	0.00	P	17.4	P	422	P
USGS	05289800	2019-09-28 23:20	CDT	14.47	P	234	P	0.00	P	17.4	P	420	P
USGS	05289800	2019-09-28 23:25	CDT	14.47	P	234	P	0.00	P	17.4	P	422	P
USGS	05289800	2019-09-28 23:30	CDT	14.46	P	232	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-28 23:35	CDT	14.46	P	232	P	0.00	P	17.3	P	427	P
USGS	05289800	2019-09-28 23:40	CDT	14.45	P	231	P	0.00	P	17.3	P	426	P
USGS	05289800	2019-09-28 23:45	CDT	14.45	P	231	P	0.00	P	17.3	P	423	P
USGS	05289800	2019-09-28 23:50	CDT	14.45	P	231	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-28 23:55	CDT	14.45	P	231	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-29 00:00	CDT	14.46	P	232	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-29 00:05	CDT	14.44	P	229	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-29 00:10	CDT	14.46	P	232	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-29 00:15	CDT	14.45	P	231	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-29 00:20	CDT	14.46	P	232	P	0.00	P	17.3	P	419	P
USGS	05289800	2019-09-29 00:25	CDT	14.44	P	229	P	0.00	P	17.3	P	419	P
USGS	05289800	2019-09-29 00:30	CDT	14.46	P	232	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-29 00:35	CDT	14.45	P	231	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-29 00:40	CDT	14.46	P	232	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-29 00:45	CDT	14.45	P	231	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-29 00:50	CDT	14.44	P	229	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-29 00:55	CDT	14.46	P	232	P	0.00	P	17.3	P	422	P
USGS	05289800	2019-09-29 01:00	CDT	14.45	P	231	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-29 01:05	CDT	14.45	P	231	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-29 01:10	CDT	14.44	P	229	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-29 01:15	CDT	14.45	P	231	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-29 01:20	CDT	14.45	P	231	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-29 01:25	CDT	14.45	P	231	P	0.00	P	17.3	P	421	P
USGS	05289800	2019-09-29 01:30	CDT	14.44	P	229	P	0.01	P	17.3	P	418	P
USGS	05289800	2019-09-29 01:35	CDT	14.45	P	231	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-29 01:40	CDT	14.45	P	231	P	0.00	P	17.3	P	420	P
USGS	05289800	2019-09-29 01:45	CDT	14.44	P	229	P	0.00	P	17.2	P	420	P
USGS	05289800	2019-09-29 01:50	CDT	14.43	P	228	P	0.01	P	17.2	P	419	P
USGS	05289800	2019-09-29 01:55	CDT	14.45	P	231	P	0.00	P	17.2	P	421	P
USGS	05289800	2019-09-29 02:00	CDT	14.45	P	231	P	0.00	P	17.2	P	420	P
USGS	05289800	2019-09-29 02:05	CDT	14.45	P	231	P	0.00	P	17.2	P	420	P
USGS	05289800	2019-09-29 02:10	CDT	14.44	P	229	P	0.00	P	17.2	P	421	P
USGS	05289800	2019-09-29 02:15	CDT	14.45	P	231	P	0.00	P	17.2	P	420	P
USGS	05289800	2019-09-29 02:20	CDT	14.43	P	228	P	0.00	P	17.2	P	419	P
USGS	05289800	2019-09-29 02:25	CDT	14.45	P	231	P	0.00	P	17.2	P	419	P
USGS	05289800	2019-09-29 02:30	CDT	14.45	P	231	P	0.00	P	17.2	P	419	P
USGS	05289800	2019-09-29 02:35	CDT	14.44	P	229	P	0.00	P	17.2	P	419	P
USGS	05289800	2019-09-29 02:40	CDT	14.44	P	229	P	0.01	P	17.2	P	419	P
USGS	05289800	2019-09-29 02:45	CDT	14.45	P	231	P	0.00	P	17.2	P	419	P
USGS	05289800	2019-09-29 02:50	CDT	14.45	P	231	P	0.00	P	17.2	P	419	P
USGS	05289800	2019-09-29 02:55	CDT	14.45	P	231	P	0.00	P	17.2	P	419	P
USGS	05289800	2019-09-29 03:00	CDT	14.44	P	229	P	0.00	P	17.2	P	421	P
USGS	05289800	2019-09-29 03:05	CDT	14.44	P	229	P	0.00	P	17.2	P	419	P
USGS	05289800	2019-09-29 03:10	CDT	14.44	P	229	P	0.00	P	17.2	P	420	P
USGS	05289800	2019-09-29 03:15	CDT	14.43	P	228	P	0.00	P	17.2	P	420	P
USGS	05289800	2019-09-29 03:20	CDT	14.43	P	228	P	0.00	P	17.2	P	420	P
USGS	05289800	2019-09-29 03:25	CDT	14.43	P	228	P	0.00	P	17.2	P	418	P
USGS	05289800	2019-09-29 03:30	CDT	14.42	P	227	P	0.00	P	17.2	P	420	P
USGS	05289800	2019-09-29 03:35	CDT	14.43	P	228	P	0.00	P	17.2	P	418	P
USGS	05289800	2019-09-29 03:40	CDT	14.43	P	228	P	0.00	P	17.2	P	421	P
USGS	05289800	2019-09-29 03:45	CDT	14.43	P	228	P	0.00	P	17.2	P	419	P
USGS	05289800	2019-09-29 03:50	CDT	14.43	P	228	P	0.00	P	17.2	P	419	P
USGS	05289800	2019-09-29 03:55	CDT	14.43	P	228	P	0.00	P	17.2	P	420	P
USGS	05289800	2019-09-29 04:00	CDT	14.43	P	228	P	0.01	P	17.2	P	419	P
USGS	05289800	2019-09-29 04:05	CDT	14.43	P	228	P	0.01	P	17.2	P	419	P
USGS	05289800	2019-09-29 04:10	CDT	14.42	P	227	P	0.02	P	17.2	P	420	P
USGS	05289800	2019-09-29 04:15	CDT	14.43	P	228	P	0.01	P	17.1	P	419	P
USGS	05289800	2019-09-29 04:20	CDT	14.44	P	229	P	0.01	P	17.1	P	420	P
USGS	05289800	2019-09-29 04:25	CDT	14.44	P	229	P	0.01	P	17.1	P	419	P
USGS	05289800	2019-09-29 04:30	CDT	14.43	P	228	P	0.01	P	17.1	P	419	P
USGS	05289800	2019-09-29 04:35	CDT	14.43	P	228	P	0.01	P	17.1	P	418	P
USGS	05289800	2019-09-29 04:40	CDT	14.44	P	229	P	0.01	P	17.1	P	418	P
USGS	05289800	2019-09-29 04:45	CDT	14.44	P	229	P	0.01	P	17.1	P	419	P
USGS	05289800	2019-09-29 04:50	CDT	14.44	P	229	P	0.03	P	17.1	P	418	P
USGS	05289800	2019-09-29 04:55	CDT	14.44	P	229	P	0.00	P	17.1	P	418	P
USGS	05289800	2019-09-29 05:00	CDT	14.45	P	231	P	0.00	P	17.1	P	417	P
USGS	05289800	2019-09-29 05:05	CDT	14.44	P	229	P	0.01	P	17.1	P	418	P
USGS	05289800	2019-09-29 05:10	CDT	14.46	P	232	P	0.01	P	17.1	P	418	P
USGS	05289800	2019-09-29 05:15	CDT	14.47	P	234	P	0.01	P	17.1	P	417	P
USGS	05289800	2019-09-29 05:20	CDT	14.49	P	237	P	0.01	P	17.0	P	418	P
USGS	05289800	2019-09-29 05:25	CDT	14.49	P	237	P	0.00	P	17.0	P	417	P
USGS	05289800	2019-09-29 05:30	CDT	14.49	P	237	P	0.00	P	17.0	P	417	P
USGS	05289800	2019-09-29 05:35	CDT	14.50	P	238	P	0.00	P	17.0	P	418	P
USGS	05289800	2019-09-29 05:40	CDT	14.50	P	238	P	0.00	P	17.0	P	415	P
USGS	05289800	2019-09-29 05:45	CDT	14.52	P	241	P	0.01	P	17.0	P	414	P
USGS	05289800	2019-09-29 05:50	CDT	14.51	P	239	P	0.00	P	17.0	P	413	P
USGS	05289800	2019-09-29 05:55	CDT	14.51	P	239	P	0.01	P	17.0	P	414	P
USGS	05289800	2019-09-29 06:00	CDT	14.51	P	239	P	0.00	P	17.0	P	411	P
USGS	05289800	2019-09-29 06:05	CDT	14.51	P	239	P	0.01	P	17.0	P	411	P
USGS	05289800	2019-09-29 06:10	CDT	14.51	P	239	P	0.00	P	17.0	P	410	P
USGS	05289800	2019-09-29 06:15	CDT	14.51	P	239	P	0.00	P	17.0	P	409	P
USGS	05289800	2019-09-29 06:20	CDT	14.51	P	239	P	0.01	P	16.9	P	404	P
USGS	05289800	2019-09-29 06:25	CDT	14.51	P	239	P	0.00	P	16.9	P	403	P
USGS	05289800	2019-09-29 06:30	CDT	14.51	P	239	P	0.01	P	16.9	P	402	P
USGS	05289800	2019-09-29 06:35	CDT	14.51	P	239	P	0.00	P	16.9	P	404	P
USGS	05289800	2019-09-29 06:40	CDT	14.50	P	238	P	0.00	P	16.9	P	403	P
USGS	05289800	2019-09-29 06:45	CDT	14.51	P	239	P	0.00	P	16.9	P	407	P
USGS	05289800	2019-09-29 06:50	CDT	14.51	P	239	P	0.00	P	16.9	P	407	P
USGS	05289800	2019-09-29 06:55	CDT	14.51	P	239	P	0.01	P	16.9	P	407	P
USGS	05289800	2019-09-29 07:00	CDT	14.50	P	238	P	0.00	P	16.9	P	409	P
USGS	05289800	2019-09-29 07:05	CDT	14.51	P	239	P	0.00	P	16.9	P	411	P
USGS	05289800	2019-09-29 07:10	CDT	14.51	P	239	P	0.02	P	16.9	P	410	P
USGS	05289800	2019-09-29 07:15	CDT	14.52	P	241	P	0.00	P	16.9	P	411	P
USGS	05289800	2019-09-29 07:20	CDT	14.51	P	239	P	0.00	P	16.9	P	411	P
USGS	05289800	2019-09-29 07:25	CDT	14.52	P	241	P	0.01	P	16.9	P	413	P
USGS	05289800	2019-09-29 07:30	CDT	14.52	P	241	P	0.00	P	16.9	P	412	P
USGS	05289800	2019-09-29 07:35	CDT	14.52	P	241	P	0.01	P	16.9	P	413	P
USGS	05289800	2019-09-29 07:40	CDT	14.51	P	239	P	0.00	P	16.9	P	412	P
USGS	05289800	2019-09-29 07:45	CDT	14.52	P	241	P	0.00	P	16.9	P	414	P
USGS	05289800	2019-09-29 07:50	CDT	14.52	P	241	P	0.00	P	16.9	P	413	P
USGS	05289800	2019-09-29 07:55	CDT	14.53	P	242	P	0.00	P	16.9	P	413	P
USGS	05289800	2019-09-29 08:00	CDT	14.52	P	241	P	0.00	P	16.9	P	414	P
USGS	05289800	2019-09-29 08:05	CDT	14.52	P	241	P	0.00	P	16.9	P	414	P
USGS	05289800	2019-09-29 08:10	CDT	14.52	P	241	P	0.00	P	16.8	P	414	P
USGS	05289800	2019-09-29 08:15	CDT	14.53	P	242	P	0.00	P	16.8	P	414	P
USGS	05289800	2019-09-29 08:20	CDT	14.54	P	244	P	0.00	P	16.8	P	414	P
USGS	05289800	2019-09-29 08:25	CDT	14.53	P	242	P	0.00	P	16.8	P	415	P
USGS	05289800	2019-09-29 08:30	CDT	14.52	P	241	P	0.00	P	16.8	P	414	P
USGS	05289800	2019-09-29 08:35	CDT	14.52	P	241	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 08:40	CDT	14.53	P	242	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 08:45	CDT	14.52	P	241	P	0.00	P	16.8	P	414	P
USGS	05289800	2019-09-29 08:50	CDT	14.53	P	242	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 08:55	CDT	14.52	P	241	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 09:00	CDT	14.53	P	242	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 09:05	CDT	14.53	P	242	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 09:10	CDT	14.52	P	241	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 09:15	CDT	14.53	P	242	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 09:20	CDT	14.54	P	244	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 09:25	CDT	14.52	P	241	P	0.00	P	16.8	P	411	P
USGS	05289800	2019-09-29 09:30	CDT	14.53	P	242	P	0.01	P	16.8	P	412	P
USGS	05289800	2019-09-29 09:35	CDT	14.53	P	242	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 09:40	CDT	14.52	P	241	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 09:45	CDT	14.53	P	242	P	0.00	P	16.8	P	411	P
USGS	05289800	2019-09-29 09:50	CDT	14.53	P	242	P	0.00	P	16.8	P	411	P
USGS	05289800	2019-09-29 09:55	CDT	14.53	P	242	P	0.00	P	16.8	P	411	P
USGS	05289800	2019-09-29 10:00	CDT	14.53	P	242	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 10:05	CDT	14.52	P	241	P	0.00	P	16.8	P	411	P
USGS	05289800	2019-09-29 10:10	CDT	14.52	P	241	P	0.00	P	16.8	P	411	P
USGS	05289800	2019-09-29 10:15	CDT	14.52	P	241	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 10:20	CDT	14.53	P	242	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 10:25	CDT	14.52	P	241	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 10:30	CDT	14.53	P	242	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 10:35	CDT	14.52	P	241	P	0.01	P	16.8	P	412	P
USGS	05289800	2019-09-29 10:40	CDT	14.51	P	239	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 10:45	CDT	14.52	P	241	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 10:50	CDT	14.51	P	239	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 10:55	CDT	14.51	P	239	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 11:00	CDT	14.52	P	241	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 11:05	CDT	14.52	P	241	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 11:10	CDT	14.51	P	239	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 11:15	CDT	14.51	P	239	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 11:20	CDT	14.52	P	241	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 11:25	CDT	14.51	P	239	P	0.00	P	16.7	P	412	P
USGS	05289800	2019-09-29 11:30	CDT	14.51	P	239	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 11:35	CDT	14.51	P	239	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 11:40	CDT	14.51	P	239	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 11:45	CDT	14.51	P	239	P	0.00	P	16.7	P	412	P
USGS	05289800	2019-09-29 11:50	CDT	14.51	P	239	P	0.00	P	16.7	P	412	P
USGS	05289800	2019-09-29 11:55	CDT	14.51	P	239	P	0.00	P	16.7	P	411	P
USGS	05289800	2019-09-29 12:00	CDT	14.52	P	241	P	0.00	P	16.7	P	411	P
USGS	05289800	2019-09-29 12:05	CDT	14.51	P	239	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 12:10	CDT	14.50	P	238	P	0.00	P	16.8	P	410	P
USGS	05289800	2019-09-29 12:15	CDT	14.52	P	241	P	0.00	P	16.8	P	411	P
USGS	05289800	2019-09-29 12:20	CDT	14.51	P	239	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 12:25	CDT	14.50	P	238	P	0.00	P	16.8	P	411	P
USGS	05289800	2019-09-29 12:30	CDT	14.51	P	239	P	0.00	P	16.8	P	411	P
USGS	05289800	2019-09-29 12:35	CDT	14.50	P	238	P	0.00	P	16.8	P	410	P
USGS	05289800	2019-09-29 12:40	CDT	14.50	P	238	P	0.00	P	16.8	P	411	P
USGS	05289800	2019-09-29 12:45	CDT	14.50	P	238	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 12:50	CDT	14.49	P	237	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 12:55	CDT	14.50	P	238	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 13:00	CDT	14.50	P	238	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 13:05	CDT	14.50	P	238	P	0.00	P	16.8	P	411	P
USGS	05289800	2019-09-29 13:10	CDT	14.49	P	237	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 13:15	CDT	14.50	P	238	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 13:20	CDT	14.50	P	238	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 13:25	CDT	14.49	P	237	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 13:30	CDT	14.50	P	238	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 13:35	CDT	14.48	P	235	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 13:40	CDT	14.49	P	237	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 13:45	CDT	14.50	P	238	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 13:50	CDT	14.49	P	237	P	0.00	P	16.8	P	411	P
USGS	05289800	2019-09-29 13:55	CDT	14.49	P	237	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 14:00	CDT	14.48	P	235	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 14:05	CDT	14.49	P	237	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 14:10	CDT	14.49	P	237	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 14:15	CDT	14.48	P	235	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 14:20	CDT	14.49	P	237	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 14:25	CDT	14.50	P	238	P	0.00	P	16.8	P	412	P
USGS	05289800	2019-09-29 14:30	CDT	14.48	P	235	P	0.00	P	16.7	P	413	P
USGS	05289800	2019-09-29 14:35	CDT	14.48	P	235	P	0.00	P	16.7	P	412	P
USGS	05289800	2019-09-29 14:40	CDT	14.49	P	237	P	0.00	P	16.7	P	412	P
USGS	05289800	2019-09-29 14:45	CDT	14.47	P	234	P	0.00	P	16.7	P	412	P
USGS	05289800	2019-09-29 14:50	CDT	14.48	P	235	P	0.00	P	16.7	P	413	P
USGS	05289800	2019-09-29 14:55	CDT	14.47	P	234	P	0.00	P	16.7	P	413	P
USGS	05289800	2019-09-29 15:00	CDT	14.47	P	234	P	0.00	P	16.7	P	413	P
USGS	05289800	2019-09-29 15:05	CDT	14.47	P	234	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 15:10	CDT	14.47	P	234	P	0.00	P	16.7	P	413	P
USGS	05289800	2019-09-29 15:15	CDT	14.49	P	237	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 15:20	CDT	14.47	P	234	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 15:25	CDT	14.48	P	235	P	0.00	P	16.8	P	415	P
USGS	05289800	2019-09-29 15:30	CDT	14.47	P	234	P	0.00	P	16.8	P	414	P
USGS	05289800	2019-09-29 15:35	CDT	14.47	P	234	P	0.00	P	16.8	P	415	P
USGS	05289800	2019-09-29 15:40	CDT	14.47	P	234	P	0.00	P	16.8	P	414	P
USGS	05289800	2019-09-29 15:45	CDT	14.48	P	235	P	0.00	P	16.8	P	413	P
USGS	05289800	2019-09-29 15:50	CDT	14.47	P	234	P	0.00	P	16.8	P	414	P
USGS	05289800	2019-09-29 15:55	CDT	14.48	P	235	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 16:00	CDT	14.47	P	234	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 16:05	CDT	14.47	P	234	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 16:10	CDT	14.46	P	232	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 16:15	CDT	14.47	P	234	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 16:20	CDT	14.47	P	234	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 16:25	CDT	14.46	P	232	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 16:30	CDT	14.46	P	232	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 16:35	CDT	14.46	P	232	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 16:40	CDT	14.46	P	232	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 16:45	CDT	14.45	P	231	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 16:50	CDT	14.46	P	232	P	0.00	P	16.7	P	412	P
USGS	05289800	2019-09-29 16:55	CDT	14.47	P	234	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 17:00	CDT	14.44	P	229	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 17:05	CDT	14.46	P	232	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 17:10	CDT	14.47	P	234	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 17:15	CDT	14.46	P	232	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 17:20	CDT	14.46	P	232	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 17:25	CDT	14.45	P	231	P	0.00	P	16.7	P	415	P
USGS	05289800	2019-09-29 17:30	CDT	14.46	P	232	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 17:35	CDT	14.46	P	232	P	0.00	P	16.7	P	415	P
USGS	05289800	2019-09-29 17:40	CDT	14.46	P	232	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 17:45	CDT	14.47	P	234	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 17:50	CDT	14.46	P	232	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 17:55	CDT	14.46	P	232	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 18:00	CDT	14.45	P	231	P	0.00	P	16.7	P	413	P
USGS	05289800	2019-09-29 18:05	CDT	14.46	P	232	P	0.00	P	16.7	P	414	P
USGS	05289800	2019-09-29 18:10	CDT	14.46	P	232	P	0.00	P	16.6	P	414	P
USGS	05289800	2019-09-29 18:15	CDT	14.45	P	231	P	0.00	P	16.6	P	414	P
USGS	05289800	2019-09-29 18:20	CDT	14.45	P	231	P	0.00	P	16.6	P	413	P
USGS	05289800	2019-09-29 18:25	CDT	14.45	P	231	P	0.00	P	16.6	P	413	P
USGS	05289800	2019-09-29 18:30	CDT	14.45	P	231	P	0.00	P	16.6	P	413	P
USGS	05289800	2019-09-29 18:35	CDT	14.45	P	231	P	0.00	P	16.6	P	413	P
USGS	05289800	2019-09-29 18:40	CDT	14.45	P	231	P	0.00	P	16.6	P	414	P
USGS	05289800	2019-09-29 18:45	CDT	14.45	P	231	P	0.00	P	16.6	P	413	P
USGS	05289800	2019-09-29 18:50	CDT	14.44	P	229	P	0.00	P	16.6	P	415	P
USGS	05289800	2019-09-29 18:55	CDT	14.45	P	231	P	0.00	P	16.6	P	415	P
USGS	05289800	2019-09-29 19:00	CDT	14.45	P	231	P	0.00	P	16.6	P	415	P
USGS	05289800	2019-09-29 19:05	CDT	14.44	P	229	P	0.00	P	16.6	P	414	P
USGS	05289800	2019-09-29 19:10	CDT	14.44	P	229	P	0.00	P	16.6	P	414	P
USGS	05289800	2019-09-29 19:15	CDT	14.44	P	229	P	0.00	P	16.6	P	414	P
USGS	05289800	2019-09-29 19:20	CDT	14.44	P	229	P	0.00	P	16.6	P	415	P
USGS	05289800	2019-09-29 19:25	CDT	14.44	P	229	P	0.00	P	16.6	P	415	P
USGS	05289800	2019-09-29 19:30	CDT	14.44	P	229	P	0.00	P	16.6	P	415	P
USGS	05289800	2019-09-29 19:35	CDT	14.44	P	229	P	0.00	P	16.6	P	414	P
USGS	05289800	2019-09-29 19:40	CDT	14.44	P	229	P	0.00	P	16.6	P	414	P
USGS	05289800	2019-09-29 19:45	CDT	14.44	P	229	P	0.00	P	16.6	P	415	P
USGS	05289800	2019-09-29 19:50	CDT	14.44	P	229	P	0.00	P	16.6	P	415	P
USGS	05289800	2019-09-29 19:55	CDT	14.44	P	229	P	0.00	P	16.6	P	415	P
